"gid","bus_number","bus_name","long_name","voltage","bus_type","area","county","state","loc_code","source","entity_id","layer_id","the_geom"
8192,44973,"THMBBERY","44973_THMBBERY",69,"LOAD","NORTHWEST","Siskiyou","CA","4","Ventyx Research",1209537,2345,"0101000020E6100000C05B2041F1865EC05BB4006DAB9D4440"
4122,32075,"WESCOT2","32075_WESCOT2",60,"LOAD","PG AND E","Colusa","CA","4","Ventyx Research",1205434,2345,"0101000020E61000001D3A3DEFC6865EC06ADAC534D3914340"
4533,33066,"STAUFFER","33066_STAUFFER",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205846,2345,"0101000020E6100000D5CBEF3499865EC0210725CCB4034340"
5543,35452,"LOYOLA","35452_LOYOLA",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Aerial Imagery",1206865,2345,"0101000020E610000009FA0B3D62865EC01364045438AE4240"
3906,31612,"DIRYVLLE","31612_DIRYVLLE",60,"LOAD","PG AND E","Tehama","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205218,2345,"0101000020E610000059147651F4855EC0A52C431CEB0E4440"
3912,31619,"LS ML JT","31619_LS ML JT",60,"LOAD","PG AND E","Tehama","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205224,2345,"0101000020E6100000E4D70FB1C1855EC0048F6FEF1A024440"
5547,35456,"PRMNT J3","35456_PRMNT J3",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Aerial Imagery",1206869,2345,"0101000020E6100000CDACA580B4855EC075CB0EF10FA94240"
4107,32058,"HARINTON","32058_HARINTON",60,"LOAD","PG AND E","Colusa","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205419,2345,"0101000020E61000000BD462F030855EC0193735D07C7A4340"
4532,33065,"URICH","33065_URICH",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205845,2345,"0101000020E6100000F78F85E810855EC05C1FD61BB5044340"
5546,35455,"MNTA VSA","35455_MNTA VSA",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Aerial Imagery",1206868,2345,"0101000020E610000047382D78D1845EC027327381CBA94240"
4120,32073,"WESCOT1","32073_WESCOT1",60,"LOAD","PG AND E","Colusa","CA","4","Ventyx Research",1205432,2345,"0101000020E610000044BE4BA94B845EC017D86322A5954340"
4568,33150,"TOSCO","33150_TOSCO",12.47,"LOAD","PG AND E","Contra Costa","CA","4","Ventyx Research",1205881,2345,"0101000020E6100000253B3602F1835EC0E6CFB7054B034340"
4111,32063,"ARBJCT","32063_ARBJCT",60,"LOAD","PG AND E","Colusa","CA","1","Previously Mapped Substation; Aerial Imagery",1205423,2345,"0101000020E6100000D9EBDD1FEF835EC0DDEEE53E39824340"
3983,31736,"HEADGATE","31736_HEADGATE",60,"LOAD","PG AND E","Glenn","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205295,2345,"0101000020E6100000C0D02346CF835EC039B709F7CAE24340"
3888,31593,"COWCK TP","31593_COWCK TP",60,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205200,2345,"0101000020E6100000D520CCED5E835EC034677DCA31494440"
3913,31620,"VINA","31620_VINA",60,"LOAD","PG AND E","Tehama","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205225,2345,"0101000020E6100000A13193A817835EC0B682A62556F64340"
4115,32067,"WILSONAV","32067_WILSONAV",60,"LOAD","PG AND E","Colusa","CA","4","Ventyx Research",1205427,2345,"0101000020E61000002E39EE940E835EC0081D740987964340"
4110,32062,"DRAKE","32062_DRAKE",60,"LOAD","PG AND E","Colusa","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205422,2345,"0101000020E6100000F19BC24A05835EC0D333BDC4587A4340"
8503,45318,"MACDOEL","45318_MACDOEL",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209852,2345,"0101000020E61000004ACFF41263825EC080B74082E2EB4440"
4531,33064,"SFPP CNC","33064_SFPP CNC",60,"LOAD","PG AND E","Contra Costa","CA","4","Ventyx Research",1205844,2345,"0101000020E6100000F374AE2825825EC037C30DF8FC044340"
5545,35454,"WSTNG JT","35454_WSTNG JT",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Aerial Imagery",1206867,2345,"0101000020E6100000AB764D486B815EC08E226B0DA5B04240"
3979,31732,"HMLTN JT","31732_HMLTN JT",60,"LOAD","PG AND E","Glenn","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205291,2345,"0101000020E6100000D17AF83251815EC03E95D39E92DD4340"
5544,35453,"NRTHGRUM","35453_NRTHGRUM",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1206866,2345,"0101000020E6100000F357C85C19815EC0FE5F75E448B14240"
3883,31587,"OLSEN JT","31587_OLSEN JT",60,"LOAD","PG AND E","Shasta","CA","2","Previously Mapped Substation; Previously Mapped Plant; Latitude and Longitu",1205195,2345,"0101000020E6100000F775E09C11815EC0CDCCCCCCCC4C4440"
4100,32050,"RICE","32050_RICE",60,"LOAD","PG AND E","Colusa","CA","1","Previously Mapped Substation; Aerial Imagery",1205412,2345,"0101000020E61000006A1492CCEA805EC07842AF3F89B34340"
3985,31740,"JACINTO","31740_JACINTO",60,"LOAD","PG AND E","Glenn","CA","1","Previously Mapped Substation; Aerial Imagery",1205297,2345,"0101000020E6100000420A9E42AE805EC0C79BFC169DCA4340"
3890,31595,"TKO TAP","31595_TKO TAP",60,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205202,2345,"0101000020E6100000772E8CF4A2805EC011514CDE004B4440"
4117,32070,"CLSA JCT","32070_CLSA JCT",60,"LOAD","PG AND E","Colusa","CA","1","Previously Mapped Substation; Aerial Imagery",1205429,2345,"0101000020E6100000FF76D9AF3B805EC07E3A1E33509B4340"
4114,32066,"DUNNIGAN","32066_DUNNIGAN",60,"LOAD","PG AND E","Yolo","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205426,2345,"0101000020E61000000DDFC2BAF17F5EC031B610E4A0744340"
4541,33091,"TAP GWF5","33091_TAP GWF5",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205854,2345,"0101000020E6100000EF59D768397F5EC0E3E2A8DC44054340"
5509,35300,"NWRK 11T","35300_NWRK 11T",13.2,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206831,2345,"0101000020E6100000B6BDDD921C7F5EC0E08442041CC04240"
5551,35460,"LOS GATS","35460_LOS GATS",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Aerial Imagery",1206873,2345,"0101000020E61000008388D4B48B7E5EC05610035DFB9C4240"
3886,31591,"CLOV TAP","31591_CLOV TAP",60,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205198,2345,"0101000020E61000009E29745E637E5EC0A8716F7EC35A4440"
5849,36875,"GIA12","36875_GIA12",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1207173,2345,"0101000020E6100000B39602D2FE7D5EC0F7578FFB56B34240"
5864,36892,"NRS 600","36892_NRS 600",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207188,2345,"0101000020E610000047E4BB94BA7D5EC07EC4AF58C3B54240"
3894,31600,"INSKIP","31600_INSKIP",60,"LOAD","PG AND E","Tehama","CA","3","Previously Mapped Substation; Previously Mapped Plant; Regional Maps; Venty",1205206,2345,"0101000020E610000030B95164AD7D5EC0D219187959334440"
5838,36862,"NRS 500","36862_NRS 500",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207162,2345,"0101000020E61000003D7E6FD39F7D5EC0C13BF9F4D8B44240"
4530,33063,"WLLW PSS","33063_WLLW PSS",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205843,2345,"0101000020E6100000E529ABE97A7D5EC053CBD6FA22034340"
5833,36857,"MISSION","36857_MISSION",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207155,2345,"0101000020E6100000DAC69FA86C7D5EC0B9E177D32DB34240"
5851,36877,"JULIETTE","36877_JULIETTE",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207175,2345,"0101000020E610000093FDF334607D5EC0D6C743DFDDB24240"
4118,32071,"MERIDJCT","32071_MERIDJCT",60,"LOAD","PG AND E","Colusa","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205430,2345,"0101000020E610000090F63FC05A7D5EC0CCD24ECDE5904340"
3885,31590,"CEDR CRK","31590_CEDR CRK",60,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205197,2345,"0101000020E6100000E8A221E3517D5EC0AC8E1CE90C5E4440"
5847,36873,"CENTRAL","36873_CENTRAL",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207171,2345,"0101000020E6100000E97C7896207D5EC0BCCFF1D1E2B04240"
5858,36886,"SRS","36886_SRS",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Aerial Imagery",1207182,2345,"0101000020E6100000793A5794127D5EC0FB58C16F43B04240"
5843,36869,"NORTHWES","36869_NORTHWES",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207167,2345,"0101000020E61000004206F2ECF27C5EC0B13385CE6BB04240"
5850,36876,"HOMESTEA","36876_HOMESTEA",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207174,2345,"0101000020E610000008228B34F17C5EC088A06AF46AB04240"
5863,36891,"ZENO","36891_ZENO",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207187,2345,"0101000020E610000077BF0AF0DD7C5EC067D47C957CB04240"
5852,36878,"KRS","36878_KRS",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Aerial Imagery",1207176,2345,"0101000020E610000025B37A87DB7C5EC0F0879FFF1EB04240"
5859,36887,"SERRA","36887_SERRA",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207183,2345,"0101000020E61000001A87FA5DD87C5EC0B9FAB1497EB04240"
5848,36874,"FIBERGLA","36874_FIBERGLA",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207172,2345,"0101000020E610000038691A14CD7C5EC0E2B19FC552B04240"
5862,36890,"WALSH","36890_WALSH",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207186,2345,"0101000020E6100000F1F09E03CB7C5EC07F130A1170B04240"
5861,36889,"URANIUM","36889_URANIUM",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207185,2345,"0101000020E6100000933655F7C87C5EC01D75745C8DB04240"
5846,36872,"CCA","36872_CCA",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207170,2345,"0101000020E61000000C03965CC57C5EC034D8D47954B04240"
5845,36871,"BROKAW","36871_BROKAW",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207169,2345,"0101000020E61000002DEC6987BF7C5EC0EB54F99E91B04240"
6334,38904,"DLC","38904_DLC",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207665,2345,"0101000020E6100000C826F911BF7C5EC0DA006C4084B04240"
5856,36882,"MATHEW","36882_MATHEW",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207180,2345,"0101000020E61000006361889CBE7C5EC0C9ACDEE176B04240"
5860,36888,"TASMAN","36888_TASMAN",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207184,2345,"0101000020E61000001D5BCF108E7C5EC0F277EFA831B54240"
4540,33090,"SHLLCHMT","33090_SHLLCHMT",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205853,2345,"0101000020E6100000FAD2DB9F8B7C5EC06CCD565EF2034340"
5836,36860,"PALM","36860_PALM",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207158,2345,"0101000020E61000005EB9DE36537C5EC0E1B37570B0B14240"
5492,35209,"SAN RAMN","35209_SAN RAMN",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1206814,2345,"0101000020E6100000B34291EEE77B5EC03C17467A51DF4240"
4004,31796,"RD MT 1T","31796_RD MT 1T",13.8,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Aerial Imagery",1205316,2345,"0101000020E6100000FD87F4DBD77B5EC0AA0B789961674440"
5857,36883,"NAJ","36883_NAJ",60,"LOAD","PG AND E","Santa Clara","CA","4","Ventyx Research",1207181,2345,"0101000020E61000004C8DD0CFD47B5EC0BCB1A03028B34240"
4144,32098,"TRAVISJT","32098_TRAVISJT",60,"LOAD","PG AND E","Solano","CA","1","Previously Mapped Substation; Aerial Imagery",1205456,2345,"0101000020E61000004227840EBA7B5EC0E63FA4DFBE224340"
5844,36870,"AGNEW","36870_AGNEW",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1207168,2345,"0101000020E6100000211FF46C567B5EC0672B2FF99FB44240"
4119,32072,"MERIDIAN","32072_MERIDIAN",60,"LOAD","PG AND E","Sutter","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205431,2345,"0101000020E610000026C3F17C067B5EC0130B7C45B7904340"
3984,31738,"ANITA","31738_ANITA",60,"LOAD","PG AND E","Butte","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205296,2345,"0101000020E6100000E19524CFF57A5EC044A852B307E84340"
4141,32094,"VACA-JT2","32094_VACA-JT2",60,"LOAD","PG AND E","Solano","CA","1","Previously Mapped Substation; Aerial Imagery",1205453,2345,"0101000020E61000005454FD4AE77A5EC0D102B4AD66334340"
3982,31735,"CHICO JT","31735_CHICO JT",60,"LOAD","PG AND E","Butte","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205294,2345,"0101000020E6100000A1832EE1D07A5EC006137F1475E04340"
5498,35216,"DCTO JCT","35216_DCTO JCT",60,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206820,2345,"0101000020E610000065A9F57EA37A5EC016A4198BA6C74240"
3884,31588,"WHITMORE","31588_WHITMORE",60,"LOAD","PG AND E","Shasta","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205196,2345,"0101000020E610000003603C83867A5EC0AF22A30392504440"
5694,36036,"MONTEREY","36036_MONTEREY",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207016,2345,"0101000020E61000005F0D501A6A7A5EC0BF81C98D224B4240"
5696,36038,"VIEJO","36038_VIEJO",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207018,2345,"0101000020E6100000596E6935247A5EC0A4E4D539064A4240"
8353,45159,"DORRIS","45159_DORRIS",69,"LOAD","NORTHWEST","Siskiyou","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1209700,2345,"0101000020E610000098DF6932E3795EC0BDA94885B1FB4440"
5503,35221,"E DUBLIN","35221_E DUBLIN",60,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206825,2345,"0101000020E6100000280F0BB5A6795EC002F390291FDA4240"
5703,36045,"OTTER","36045_OTTER",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207025,2345,"0101000020E610000073F38DE89E795EC04E9B711AA2304240"
5697,36039,"HATTON","36039_HATTON",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207019,2345,"0101000020E6100000D09D60FF75795EC02A8F6E8445474240"
4528,33061,"PITTSBRG","33061_PITTSBRG",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205841,2345,"0101000020E6100000C0CB0C1B65795EC0FCE25295B6044340"
5505,35223,"PARKS TP","35223_PARKS TP",60,"LOAD","PG AND E","Alameda","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206827,2345,"0101000020E6100000BBB4E1B034795EC0A14B38F416DB4240"
5695,36037,"NVY SCHL","36037_NVY SCHL",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207017,2345,"0101000020E6100000AA0CE36E10795EC0388600E0D8474240"
5617,35757,"ALMADEN","35757_ALMADEN",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Aerial Imagery",1206939,2345,"0101000020E6100000658EE55DF5785EC05322895E46A14240"
4123,32076,"WILKINS","32076_WILKINS",60,"LOAD","PG AND E","Colusa","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205435,2345,"0101000020E61000003221E692AA785EC0D5CBEF3499814340"
3891,31596,"SOUTH","31596_SOUTH",60,"LOAD","PG AND E","Tehama","CA","3","Previously Mapped Substation; Previously Mapped Plant; Regional Maps; Venty",1205203,2345,"0101000020E6100000C51EDAC70A785EC04CC2853C82334440"
3892,31598,"KILARC","31598_KILARC",60,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1205204,2345,"0101000020E61000000F5EBBB4E1775EC0BF99982EC4564440"
5497,35214,"SUNOL","35214_SUNOL",60,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206819,2345,"0101000020E61000005645B8C9A8775EC0EF39B01C21CB4240"
5488,35205,"RADUM","35205_RADUM",60,"LOAD","PG AND E","Alameda","CA","4","Ventyx Research",1206810,2345,"0101000020E6100000EA758BC058775EC071AC8BDB68D84240"
3889,31594,"VOLTA","31594_VOLTA",60,"LOAD","PG AND E","Shasta","CA","1","Previously Mapped Substation; Previously Mapped Plant; Aerial Imagery",1205201,2345,"0101000020E6100000AC5626FC52775EC0F4A62215C63A4440"
5610,35750,"MABURY","35750_MABURY",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Aerial Imagery",1206932,2345,"0101000020E6100000D2E28C614E775EC02FF834272FAE4240"
4137,32090,"WINTERS","32090_WINTERS",60,"LOAD","PG AND E","Solano","CA","4","Ventyx Research",1205449,2345,"0101000020E610000098DBBDDC27775EC0478FDFDBF43F4340"
5489,35206,"KAISER","35206_KAISER",60,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206811,2345,"0101000020E6100000C37FBA8102775EC072E1404816D64240"
4570,33160,"DOW CHEM","33160_DOW CHEM",13.8,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205883,2345,"0101000020E61000000B98C0ADBB765EC02194F77134034340"
5699,36041,"NAVY LAB","36041_NAVY LAB",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207021,2345,"0101000020E61000007768588CBA765EC00805A568E54A4240"
5508,35227,"VINEYARD","35227_VINEYARD",60,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206830,2345,"0101000020E6100000B954A52DAE765EC0128942CBBAD54240"
5693,36035,"DEL MNTE","36035_DEL MNTE",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207015,2345,"0101000020E61000004C16F71F99765EC09C4F1DAB944C4240"
5616,35756,"SENTER J","35756_SENTER J",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Aerial Imagery",1206938,2345,"0101000020E61000003999B85510765EC0CB48BDA772A64240"
5496,35213,"VALLECTS","35213_VALLECTS",60,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206818,2345,"0101000020E610000068925852EE755EC061A417B5FBCD4240"
5613,35753,"EVERGREN","35753_EVERGREN",60,"LOAD","PG AND E","Santa Clara","CA","1","Previously Mapped Substation; Aerial Imagery",1206935,2345,"0101000020E61000002E8ECA4DD4755EC096236420CFA64240"
5691,36033,"MANZANTA","36033_MANZANTA",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207013,2345,"0101000020E610000091EF52EA92755EC0DE921CB0AB4F4240"
5504,35222,"CALMAT60","35222_CALMAT60",60,"LOAD","PG AND E","Alameda","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206826,2345,"0101000020E610000002F566D47C755EC059C345EEE9D64240"
5495,35212,"IUKA","35212_IUKA",60,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206817,2345,"0101000020E61000009D6340F67A755EC05B9544F641D64240"
3963,31710,"CHICO A","31710_CHICO A",60,"LOAD","PG AND E","Butte","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205275,2345,"0101000020E6100000EFC517EDF1745EC0DAE21A9FC9DE4340"
4147,32101,"DIXON-J2","32101_DIXON-J2",60,"LOAD","PG AND E","Solano","CA","1","Previously Mapped Substation; Aerial Imagery",1205459,2345,"0101000020E6100000C576F700DD745EC0A8363811FD384340"
4527,33060,"ANTIOCH","33060_ANTIOCH",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205840,2345,"0101000020E6100000FE0B040132745EC023F433F5BA014340"
4524,33053,"BRIONES","33053_BRIONES",60,"LOAD","PG AND E","Contra Costa","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205837,2345,"0101000020E6100000A88DEA7420745EC06A334E4354F14240"
3964,31712,"BUTTE","31712_BUTTE",60,"LOAD","PG AND E","Butte","CA","1","Previously Mapped Substation; Aerial Imagery",1205276,2345,"0101000020E6100000B265F9BA0C745EC050FBAD9D28DB4340"
4131,32084,"WLLW SLJ","32084_WLLW SLJ",60,"LOAD","PG AND E","Yolo","CA","1","Previously Mapped Substation; Aerial Imagery",1205443,2345,"0101000020E6100000AE9FFEB3E6725EC0F294D5743D4F4340"
4127,32080,"DIST2047","32080_DIST2047",60,"LOAD","PG AND E","Yolo","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205439,2345,"0101000020E61000005B423EE8D9725EC02E8ECA4DD46C4340"
5684,36026,"FTORD J2","36026_FTORD J2",60,"LOAD","PG AND E","Monterey","CA","1","Previously Mapped Substation; Aerial Imagery",1207006,2345,"0101000020E6100000B9A5D590B8725EC01A14CD0358524240"
5671,36010,"ERTA","36010_ERTA",60,"LOAD","PG AND E","Santa Cruz","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206993,2345,"0101000020E6100000FC5580EF36725EC02BF86D88F1764240"
4521,33050,"CC SUB","33050_CC SUB",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205834,2345,"0101000020E6100000369204E10A725EC0BA4DB857E6FF4240"
4258,32336,"ALMENDRA","32336_ALMENDRA",60,"LOAD","PG AND E","Sutter","CA","4","Ventyx Research",1205570,2345,"0101000020E61000000859164CFC715EC0225514AFB28E4340"
5507,35225,"LIVRMR_2","35225_LIVRMR_2",60,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206829,2345,"0101000020E6100000AD6EF59CF4715EC08A0629780AD74240"
3961,31708,"DRHM JCA","31708_DRHM JCA",60,"LOAD","PG AND E","Butte","CA","1","Previously Mapped Substation; Aerial Imagery",1205273,2345,"0101000020E61000000F60915F3F715EC04E0CC9C9C4CD4340"
5670,36009,"C.I.C.","36009_C.I.C.",60,"LOAD","PG AND E","Santa Cruz","CA","1","Previously Mapped Substation; Aerial Imagery",1206992,2345,"0101000020E61000006F62484E26715EC06CE8667FA0744240"
5672,36011,"CIC JCT","36011_CIC JCT",60,"LOAD","PG AND E","Santa Cruz","CA","1","Previously Mapped Substation; Aerial Imagery",1206994,2345,"0101000020E61000008FE3874A23715EC022A64412BD744240"
5674,36013,"ERTA JCT","36013_ERTA JCT",60,"LOAD","PG AND E","Santa Cruz","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206996,2345,"0101000020E61000006BD3D85E0B715EC01421753BFB764240"
5677,36016,"AGRILINK","36016_AGRILINK",60,"LOAD","PG AND E","Santa Cruz","CA","1","Previously Mapped Substation; Aerial Imagery",1206999,2345,"0101000020E6100000CD203EB0E3705EC0E25CC30C8D734240"
4132,32085,"WOODJCT","32085_WOODJCT",60,"LOAD","PG AND E","Yolo","CA","1","Previously Mapped Substation; Aerial Imagery",1205444,2345,"0101000020E6100000A3CB9BC3B5705EC05130630AD6564340"
5669,36008,"GREN VLY","36008_GREN VLY",60,"LOAD","PG AND E","Santa Cruz","CA","1","Previously Mapped Substation; Aerial Imagery",1206991,2345,"0101000020E6100000F17F4754A8705EC090696D1ADB794240"
4535,33080,"WILBRTAP","33080_WILBRTAP",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205848,2345,"0101000020E61000006DC5FEB27B705EC0ADDBA0F65B014340"
5673,36012,"WTSNVLLE","36012_WTSNVLLE",60,"LOAD","PG AND E","Santa Cruz","CA","1","Previously Mapped Substation; Aerial Imagery",1206995,2345,"0101000020E6100000A568E55E60705EC0F4FBFECD8B734240"
4156,32113,"BTAV-JCT","32113_BTAV-JCT",60,"LOAD","PG AND E","Solano","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205468,2345,"0101000020E6100000268E3C1059705EC09833DB15FA324340"
5700,36042,"LAURLS J","36042_LAURLS J",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207022,2345,"0101000020E610000044A4A65D4C705EC087889B53C9484240"
4536,33081,"DUPNTJCT","33081_DUPNTJCT",60,"LOAD","PG AND E","Contra Costa","CA","1","Previously Mapped Substation; Aerial Imagery",1205849,2345,"0101000020E61000005E4C33DDEB6F5EC05ABBED4273014340"
4155,32112,"MAINE-PR","32112_MAINE-PR",60,"LOAD","PG AND E","Solano","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205467,2345,"0101000020E6100000F758FAD0056F5EC0D237691A14334340"
5493,35210,"VASCJCT.","35210_VASCJCT.",60,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206815,2345,"0101000020E610000055D97745F06E5EC013D4F02DACD94240"
4151,32107,"CACHSTAP","32107_CACHSTAP",60,"LOAD","PG AND E","Solano","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1205463,2345,"0101000020E6100000AA61BF27D66E5EC06AF5D55581284340"
5702,36044,"LAURELES","36044_LAURELES",60,"LOAD","PG AND E","Monterey","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1207024,2345,"0101000020E6100000AB251DE5606E5EC0467BBC900E3D4240"
5484,35201,"VASCO","35201_VASCO",60,"LOAD","PG AND E","Alameda","CA","1","Previously Mapped Substation; Aerial Imagery",1206806,2345,"0101000020E6100000E9633E20D06D5EC0815CE2C803DB4240"
5491,35208,"USWP-FRK","35208_USWP-FRK",60,"LOAD","PG AND E","Alameda","CA","4","Ventyx Research",1206813,2345,"0101000020E610000042CD902A8A6D5EC0D80DDB1665DC4240"
5485,35202,"USWP-WKR","35202_USWP-WKR",60,"LOAD","PG AND E","Alameda","CA","3","Previously Mapped Substation; Regional Maps; Ventyx Research",1206807,2345,"0101000020E6100000F1F5B52E356C5EC03D0AD7A370E14240"
